year,player_key,first_name,last_name,full_name,position,height,weight,stars,rating,national_rank,position_rank,state_rank,hometown_city,hometown_state,committed_institution_key,committed_team_key,committed_school,committed_school_abbr,committed_school_full,signed_institution_key,signed_team_key,signed_school,signed_school_abbr,signed_school_full,current_institution_key,current_team_key,current_school,current_school_abbr,current_school_full,profile_url_api,profile_lookup_url,profile_lookup_status,profile_resolution_method,has_scouting_report,scouting_report,source
2020,46055487,Alyn,Breed,Alyn Breed,SG,6-3,200,4.0,91.0,198.0,53.0,5.0,Powder Springs,GA,24308.0,413.0,Providence,PROV,Providence Friars,24308.0,413.0,Providence,PROV,Providence Friars,24015,18.0,NC State,NCST,NC State Wolfpack,/player/Alyn-Breed-46055487,https://247sports.com/player/alyn-breed-46055487/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2020,46055226,Franck,Kepnang,Franck Kepnang,C,6-11,250,4.0,90.0,144.0,18.0,3.0,Cameroon,CAME,24090.0,153.0,Oregon,ORE,Oregon Ducks,,,,,,24094,161.0,Washington,WASH,Washington Huskies,/player/Franck-Kepnang-46055226,https://247sports.com/player/franck-kepnang-46055226/,200,api_profile_url,True,Tremendous build and length. Mobile big man who plays with energy and high motor. Quite limited offensive player. Primarily just a dunker. Aggressive rebounder but modest rebounding numbers. Blocking shots is his niche. Has a NBA body but must drastically improve skill wise on offense to play at that level.,247sports_api_recruits_plus_profile_jsonld
2020,46080626,Alec,Oglesby,Alec Oglesby,SG,6-5,210,,,,,,Gainesville,FL,24335.0,529.0,Cleveland State,Cleveland State,Cleveland State Vikings,24335.0,529.0,Cleveland State,Cleveland State,Cleveland State Vikings,24113,195.0,Middle Tennessee,MTSU,Middle Tennessee Blue Raiders,/player/Alec-Oglesby-46080626,https://247sports.com/player/alec-oglesby-46080626/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2020,46078820,Seryee,Lewis,Seryee Lewis,PF,6-9,205,3.0,86.77777777777777,402.0,77.0,20.0,Chandler,AZ,24023.0,34.0,Kansas State,KSST,Kansas State Wildcats,24023.0,34.0,Kansas State,KSST,Kansas State Wildcats,24247,628.0,Prairie View A&M,PVAM,Prairie View A&M Panthers,/player/Seryee-Lewis-46078820,https://247sports.com/player/seryee-lewis-46078820/,200,api_profile_url,True,"Lewis is a physical post who has a respectable floor due to his energy and toughness. He is best around the basket in the paint and can finish with both hands. While Lewis can face up from the elbow, he is more of a threat to score as a slasher or with his back to the basket than as a shooter. Lewis is a very good rebounder on both ends of the floor. His motor and toughness make him a formidable defender. It wouldn't be a surprise to see him carve out a role as a starter at the high major level.",247sports_api_recruits_plus_profile_jsonld
2020,46056717,Devin,Askew,Devin Askew,PG,6-5,195,3.0,88.0,375.0,64.0,33.0,Santa Ana,CA,24101.0,175.0,Kentucky,KY,Kentucky Wildcats,24101.0,175.0,Kentucky,KY,Kentucky Wildcats,24152,416.0,Villanova,NOVA,Villanova Wildcats,/player/Devin-Askew-46056717,https://247sports.com/player/devin-askew-46056717/,200,api_profile_url,True,Good physique for a point guard. More of a smooth athlete than an explosive athlete. Great body control and change of pace with enough of a burst. Dangerous three-point shooter with ability to score at all three levels. Has the ball on a string as a handler. Loves hesitation move going right and has a sharp pull up jumper going left. Accurate passer who can deliver on the move and while under duress. Adequate on the ball defender who comes up with steals off the ball. Quality rebounder. High basketball IQ and skill level.,247sports_api_recruits_plus_profile_jsonld
2020,46047321,Nate,Seputis,Nate Seputis,C,6-9,200,,,,,,New Lenox,IL,,,,,,,,,,,23926,,Lincoln Way West,,Lincoln Way West,/player/Nate-Seputis-46047321,https://247sports.com/player/nate-seputis-46047321/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2020,46048960,MaBeny,Naam,MaBeny Naam,C,6-11,200,,,,,,Toronto,ON,,,,,,,,,,,25259,,Athlete Institute Basketball Academy,,Athlete Institute Basketball Academy,/player/MaBeny-Naam-46048960,https://247sports.com/player/mabeny-naam-46048960/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2020,46048920,Demarius,Splunge,Demarius Splunge,SG,6-6,190,,,,,,Chicago,IL,,,,,,,,,,,26191,,Orr Community Academy HS,,Orr Community Academy HS,/player/Demarius-Splunge-46048920,https://247sports.com/player/demarius-splunge-46048920/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2020,46047957,Jameson,Richardson,Jameson Richardson,PF,6-8,210,,,,,,Mangum,OK,,,,,,,,,,,18616,,Mangum,,Mangum,/player/Jameson-Richardson-46047957,https://247sports.com/player/jameson-richardson-46047957/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2020,46047427,Eric,Butler,Eric Butler,PG,6-2,170,,,,,,Smiths Station,AL,,,,,,,,,,,6085,,Smiths Station,,Smiths Station,/player/Eric-Butler-46047427,https://247sports.com/player/eric-butler-46047427/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
