year,player_key,first_name,last_name,full_name,position,height,weight,stars,rating,national_rank,position_rank,state_rank,hometown_city,hometown_state,committed_institution_key,committed_team_key,committed_school,committed_school_abbr,committed_school_full,signed_institution_key,signed_team_key,signed_school,signed_school_abbr,signed_school_full,current_institution_key,current_team_key,current_school,current_school_abbr,current_school_full,profile_url_api,profile_lookup_url,profile_lookup_status,profile_resolution_method,has_scouting_report,scouting_report,source
2022,46157006,Tyler,Mrus,Tyler Mrus,SF,6-7,205,3.0,87.0,431.0,79.0,2.0,Seattle,WA,,,,,,,,,,,24079,478.0,BYU,BYU,BYU Cougars,/player/Tyler-Mrus-46157006,https://247sports.com/player/tyler-mrus-46157006/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46085636,AJ,Smith,AJ Smith,SG,6-5,210,,,,,,Charlotte,NC,24226.0,612.0,The Citadel,CIT,The Citadel Bulldogs,24226.0,612.0,The Citadel,CIT,The Citadel Bulldogs,24075,398.0,Temple,TEM,Temple Owls,/player/AJ-Smith-46085636,https://247sports.com/player/aj-smith-46085636/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46094923,Arterio,Morris,Arterio Morris,PG,6-3,190,,,,,,Dallas,TX,24028.0,44.0,Texas,TEX,Texas Longhorns,24028.0,44.0,Texas,TEX,Texas Longhorns,24171,566.0,Bethune-Cookman,BETH,Bethune-Cookman Wildcats,/player/Arterio-Morris-46094923,https://247sports.com/player/arterio-morris-46094923/,200,api_profile_url,True,"Morris is an elite point guard prospect who is a raw talent that has the upside to potentially be the best player from the 2022 class. Morris has pop to his game and is elusive with his handle when breaking down defenders. His short-area quickness and burst coupled with his shiftiness grant him the ability to get where ever he pleases in the half-court game. He is at his best when playing downhill where he is an instinctual player when finishing creatively at the rim. Thanks to his length, quickness, and size, Morris can also be leaned upon as a multi-positional defender. As he learns to play with a consistent killer instinct and polishes his overall game; mainly his jumper and decision-making, Morris could potentially take off and be mentioned in the conversation for the best lead guard in the class.",247sports_api_recruits_plus_profile_jsonld
2022,46133731,Tobe,Awaka,Tobe Awaka,PF,6-8,261,,,,,,Bronx,NY,24106.0,185.0,Tennessee,TENN,Tennessee Volunteers,24106.0,185.0,Tennessee,TENN,Tennessee Volunteers,24087,147.0,Arizona,ARIZ,Arizona Wildcats,/player/Tobe-Awaka-46133731,https://247sports.com/player/tobe-awaka-46133731/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46125442,Tyler,Bilodeau,Tyler Bilodeau,PF,6-7.25,228,,,,,,Kennewick,WA,24091.0,155.0,Oregon State,ORST,Oregon State Beavers,,,,,,24093,159.0,UCLA,UCLA,UCLA Bruins,/player/Tyler-Bilodeau-46125442,https://247sports.com/player/tyler-bilodeau-46125442/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46093574,James,Jewell,James Jewell,SF,6-5,165,,,,,,Louisville,KY,,,,,,,,,,,11871,,Eastern,,Eastern,/player/James-Jewell-46093574,https://247sports.com/player/james-jewell-46093574/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46086395,Kaleb,Walters,Kaleb Walters,SG,6-3,175,,,,,,Fort Lauderdale,FL,,,,,,,,,,,1477,,Westminster Academy,,Westminster Academy,/player/Kaleb-Walters-46086395,https://247sports.com/player/kaleb-walters-46086395/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46086339,Samuel,Ejindu,Samuel Ejindu,PG,6-1,175,,,,,,Ellicott City,MD,,,,,,,,,,,2466,,Glenelg Country School,,Glenelg Country School,/player/Samuel-Ejindu-46086339,https://247sports.com/player/samuel-ejindu-46086339/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46058658,Christian,Ferguson,Christian Ferguson,PG,5-10,150,,,,,,Shreveport,LA,,,,,,,,,,,12056,,Booker T. Washington,,Booker T. Washington,/player/Christian-Ferguson-46058658,https://247sports.com/player/christian-ferguson-46058658/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2022,46054581,Jordan,Jahnke,Jordan Jahnke,PF,6-6,185,,,,,,Hortonville,WI,,,,,,,,,,,22963,,Hortonville,,Hortonville,/player/Jordan-Jahnke-46054581,https://247sports.com/player/jordan-jahnke-46054581/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
