year,player_key,first_name,last_name,full_name,position,height,weight,stars,rating,national_rank,position_rank,state_rank,hometown_city,hometown_state,committed_institution_key,committed_team_key,committed_school,committed_school_abbr,committed_school_full,signed_institution_key,signed_team_key,signed_school,signed_school_abbr,signed_school_full,current_institution_key,current_team_key,current_school,current_school_abbr,current_school_full,profile_url_api,profile_lookup_url,profile_lookup_status,profile_resolution_method,has_scouting_report,scouting_report,source
2014,49680,Jay,Johnson,Jay Johnson,PF,6-7,232,,,,,,Carterville,IL,24052.0,92.0,Marshall,MRSHL,Marshall Thundering Herd,,,,,,24052,92.0,Marshall,MRSHL,Marshall Thundering Herd,/player/Jay-Johnson-49680,https://247sports.com/player/jay-johnson-49680/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,58870,Ryan,Singer,Ryan Singer,PF,6-9,220,,,,,,Littleton,CO,24124.0,213.0,San Jose State,SJSU,San Jose State Spartans,,,,,,24124,213.0,San Jose State,SJSU,San Jose State Spartans,/player/Ryan-Singer-58870,https://247sports.com/player/ryan-singer-58870/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,87434,Perrin,Buford,Perrin Buford,SG,6-6,220,,,,,,Decatur,AL,24113.0,195.0,Middle Tennessee,MTSU,Middle Tennessee Blue Raiders,24113.0,195.0,Middle Tennessee,MTSU,Middle Tennessee Blue Raiders,27005,2127.0,Professional,,Professional,/player/Perrin-Buford-87434,https://247sports.com/player/perrin-buford-87434/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,36595,Darnell,Harris,Darnell Harris,PF,6-8,231,3.0,85.0,277.0,7.0,7.0,Niceville,FL,24113.0,195.0,Middle Tennessee,MTSU,Middle Tennessee Blue Raiders,,,,,,24113,195.0,Middle Tennessee,MTSU,Middle Tennessee Blue Raiders,/player/Darnell-Harris-36595,https://247sports.com/player/darnell-harris-36595/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,49296,Link,Kabadyundi,Link Kabadyundi,C,7-1,274,3.0,81.33333333333333,472.0,46.0,7.0,Montreal,QC,24390.0,649.0,UT-Arlington,Texas-Arlington,UT-Arlington Mavericks,24390.0,649.0,UT-Arlington,Texas-Arlington,UT-Arlington Mavericks,24390,649.0,UT-Arlington,Texas-Arlington,UT-Arlington Mavericks,/player/Link-Kabadyundi-49296,https://247sports.com/player/link-kabadyundi-49296/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,32149,Jeffrey,Solarin,Jeffrey Solarin,SF,6-4,-,2.0,70.0,551.0,100.0,1.0,Powell,WY,24127.0,418.0,Idaho State,IDST,Idaho State Bengals,24127.0,418.0,Idaho State,IDST,Idaho State Bengals,23360,,Powell,,Powell,/player/Jeffrey-Solarin-32149,https://247sports.com/player/jeffrey-solarin-32149/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,30855,Harry,Wills,Harry Wills,PG,6-1,175,,,,,,Mercersburg,PA,,,,,,,,,,,4609,,Mercersburg Academy,,Mercersburg Academy,/player/Harry-Wills-30855,https://247sports.com/player/harry-wills-30855/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,32121,Chris,Braley,Chris Braley,SF,6-4,195,2.0,70.0,551.0,100.0,9.0,Exeter,NH,,,,,,24140.0,383.0,Stony Brook,SB,Stony Brook Seawolves,3285,,Phillips Exeter Academy,,Phillips Exeter Academy,/player/Chris-Braley-32121,https://247sports.com/player/chris-braley-32121/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,52204,Dwayne,Daniel,Dwayne Daniel,PG,5-11,-,,,,,,Cedarhurst,NY,24381.0,543.0,Iona,Iona,Iona Gaels,,,,,,16581,,Lawrence,,Lawrence,/player/Dwayne-Daniel-52204,https://247sports.com/player/dwayne-daniel-52204/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2014,14085,Austin,Hatch,Austin Hatch,SG,6-6,-,,,,,,Fort Wayne,IN,24042.0,72.0,Michigan,MICH,Michigan Wolverines,,,,,,1963,,Canterbury School,,Canterbury School,/player/Austin-Hatch-14085,https://247sports.com/player/austin-hatch-14085/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
