year,player_key,first_name,last_name,full_name,position,height,weight,stars,rating,national_rank,position_rank,state_rank,hometown_city,hometown_state,committed_institution_key,committed_team_key,committed_school,committed_school_abbr,committed_school_full,signed_institution_key,signed_team_key,signed_school,signed_school_abbr,signed_school_full,current_institution_key,current_team_key,current_school,current_school_abbr,current_school_full,profile_url_api,profile_lookup_url,profile_lookup_status,profile_resolution_method,has_scouting_report,scouting_report,source
2017,46114949,Parker,Fox,Parker Fox,SF,6-8,220,,,,,,Saint Paul,MN,,,,,,,,,,,24044,76.0,Minnesota,MINN,Minnesota Golden Gophers,/player/Parker-Fox-46114949,https://247sports.com/player/parker-fox-46114949/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,87936,Malik,William,Malik William,PF,6-8,200,3.0,88.9912985274431,226.0,48.0,19.0,Orlando,FL,24008.0,4.0,Clemson,CLEM,Clemson Tigers,,,,,,24008,4.0,Clemson,CLEM,Clemson Tigers,/player/Malik-William-87936,https://247sports.com/player/malik-william-87936/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,38930,Oumar,Barry,Oumar Barry,C,6-11,230,3.0,84.49999999999999,326.0,71.0,13.0,Arlington,VA,24124.0,213.0,San Jose State,SJSU,San Jose State Spartans,24124.0,213.0,San Jose State,SJSU,San Jose State Spartans,24124,213.0,San Jose State,SJSU,San Jose State Spartans,/player/Oumar-Barry-38930,https://247sports.com/player/oumar-barry-38930/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,86539,Tirus,Smith,Tirus Smith,SF,6-9,250,,,,,,Petal,MS,24061.0,106.0,UTEP,UTEP,UTEP Miners,24061.0,106.0,UTEP,UTEP,UTEP Miners,24111,191.0,Louisiana,LA,Louisiana Ragin' Cajuns,/player/Tirus-Smith-86539,https://247sports.com/player/tirus-smith-86539/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,93695,Jordan,Lyons,Jordan Lyons,SF,6-7,200,,,,,,Toronto,ON,24246.0,632.0,Mississippi Valley State,MVST,Mississippi Valley State Delta Devils,24246.0,632.0,Mississippi Valley State,MVST,Mississippi Valley State Delta Devils,24246,632.0,Mississippi Valley State,MVST,Mississippi Valley State Delta Devils,/player/Jordan-Lyons-93695,https://247sports.com/player/jordan-lyons-93695/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,84580,Payton,Stovall,Payton Stovall,PG,6-0,155,,,,,,Winfield,AL,,,,,,,,,,,6228,,Winfield,,Winfield,/player/Payton-Stovall-84580,https://247sports.com/player/payton-stovall-84580/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,84589,John,Maxmillion III,John Maxmillion III,SG,6-4,175,,,,,,New Orleans,LA,,,,,,,,,,,12178,,Edna Karr,,Edna Karr,/player/John-Maxmillion III-84589,https://247sports.com/player/john-maxmillion-iii-84589/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,84607,Kevarin,Matthews,Kevarin Matthews,SG,6-3,175,,,,,,Jacksonville,FL,,,,,,,,,,,9126,,Mandarin,,Mandarin,/player/Kevarin-Matthews-84607,https://247sports.com/player/kevarin-matthews-84607/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,84850,Tevin,Johnson,Tevin Johnson,SG,6-4,175,,,,,,Bellaire,TX,,,,,,,,,,,21117,,Bellaire,,Bellaire,/player/Tevin-Johnson-84850,https://247sports.com/player/tevin-johnson-84850/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2017,85047,Ja'Quavion,Allen,Ja'Quavion Allen,CG,5-9,135,,,,,,Wartrace,TN,,,,,,,,,,,20201,,Cascade School,,Cascade School,/player/Ja'Quavion-Allen-85047,https://247sports.com/player/ja-quavion-allen-85047/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
