year,player_key,first_name,last_name,full_name,position,height,weight,stars,rating,national_rank,position_rank,state_rank,hometown_city,hometown_state,committed_institution_key,committed_team_key,committed_school,committed_school_abbr,committed_school_full,signed_institution_key,signed_team_key,signed_school,signed_school_abbr,signed_school_full,current_institution_key,current_team_key,current_school,current_school_abbr,current_school_full,profile_url_api,profile_lookup_url,profile_lookup_status,profile_resolution_method,has_scouting_report,scouting_report,source
2015,25930,Austin A.,Pope,Austin A. Pope,PG,6-5,180,3.0,87.0,246.0,6.0,2.0,Burbank,CA,24159.0,560.0,North Carolina Central,NCC,North Carolina Central Eagles,24159.0,560.0,North Carolina Central,NCC,North Carolina Central Eagles,24781,1527.0,Chaminade,,Chaminade Silverswords,/player/Austin A.-Pope-25930,https://247sports.com/player/austin-a-pope-25930/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,22916,Jarvis,Johnson,Jarvis Johnson,PG,6-1,185,3.0,88.27643908969209,205.0,33.0,2.0,Minneapolis,MN,24044.0,76.0,Minnesota,MINN,Minnesota Golden Gophers,24044.0,76.0,Minnesota,MINN,Minnesota Golden Gophers,24044,76.0,Minnesota,MINN,Minnesota Golden Gophers,/player/Jarvis-Johnson-22916,https://247sports.com/player/jarvis-johnson-22916/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,76974,Christian,Thieneman,Christian Thieneman,SF,6-5,205,2.0,70.0,513.0,96.0,8.0,Louisville,KY,24052.0,92.0,Marshall,MRSHL,Marshall Thundering Herd,24052.0,92.0,Marshall,MRSHL,Marshall Thundering Herd,24052,92.0,Marshall,MRSHL,Marshall Thundering Herd,/player/Christian-Thieneman-76974,https://247sports.com/player/christian-thieneman-76974/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,20848,Shamar,Johnson,Shamar Johnson,PF,6-7,250,,,,,,Pensacola,FL,24346.0,647.0,Loyola Marymount,LMU,Loyola Marymount Lions,,,,,,24346,647.0,Loyola Marymount,LMU,Loyola Marymount Lions,/player/Shamar-Johnson-20848,https://247sports.com/player/shamar-johnson-20848/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,38930,Oumar,Barry,Oumar Barry,PF,6-11,230,3.0,84.49999999999999,326.0,71.0,13.0,Arlington,VA,24124.0,213.0,San Jose State,SJSU,San Jose State Spartans,24124.0,213.0,San Jose State,SJSU,San Jose State Spartans,24124,213.0,San Jose State,SJSU,San Jose State Spartans,/player/Oumar-Barry-38930,https://247sports.com/player/oumar-barry-38930/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,62227,Christian,Salecich,Christian Salecich,SG,,,3.0,86.0,277.0,61.0,1.0,Canberra,SW,24321.0,396.0,Saint Louis,Saint Louis,Saint Louis Billikens,24321.0,396.0,Saint Louis,Saint Louis,Saint Louis Billikens,24321,396.0,Saint Louis,Saint Louis,Saint Louis Billikens,/player/Christian-Salecich-62227,https://247sports.com/player/christian-salecich-62227/,404,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,60558,Deonte,Alexander,Deonte Alexander,SG,6-1,185,2.0,73.33333333333334,509.0,15.0,3.0,Scooba,MS,24364.0,405.0,Lipscomb,Lipscomb,Lipscomb Bisons,24364.0,405.0,Lipscomb,Lipscomb,Lipscomb Bisons,23611,,East Mississippi C.C.,,East Mississippi C.C.,/player/Deonte-Alexander-60558,https://247sports.com/player/deonte-alexander-60558/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,67583,Sam,Harris,Sam Harris,C,7-3,260,2.0,74.44444444444446,507.0,41.0,3.0,Canberra,SW,24160.0,520.0,Old Dominion,ODU,Old Dominion Monarchs,24160.0,520.0,Old Dominion,ODU,Old Dominion Monarchs,24160,520.0,Old Dominion,ODU,Old Dominion Monarchs,/player/Sam-Harris-67583,https://247sports.com/player/sam-harris-67583/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,68253,Steve,Harris,Steve Harris,PF,6-8,240,2.0,74.44444444444446,507.0,111.0,9.0,Detroit,MI,24069.0,451.0,Central Michigan,CMU,Central Michigan Chippewas,24069.0,451.0,Central Michigan,CMU,Central Michigan Chippewas,24069,451.0,Central Michigan,CMU,Central Michigan Chippewas,/player/Steve-Harris-68253,https://247sports.com/player/steve-harris-68253/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2015,68649,Chad,Fleming,Chad Fleming,SF,6-5,200,2.0,75.55555555555556,506.0,94.0,10.0,Liberty,MO,24229.0,610.0,Georgia Southern,GAS,Georgia Southern Eagles,24229.0,610.0,Georgia Southern,GAS,Georgia Southern Eagles,24229,610.0,Georgia Southern,GAS,Georgia Southern Eagles,/player/Chad-Fleming-68649,https://247sports.com/player/chad-fleming-68649/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
