year,player_key,first_name,last_name,full_name,position,height,weight,stars,rating,national_rank,position_rank,state_rank,hometown_city,hometown_state,committed_institution_key,committed_team_key,committed_school,committed_school_abbr,committed_school_full,signed_institution_key,signed_team_key,signed_school,signed_school_abbr,signed_school_full,current_institution_key,current_team_key,current_school,current_school_abbr,current_school_full,profile_url_api,profile_lookup_url,profile_lookup_status,profile_resolution_method,has_scouting_report,scouting_report,source
2025,46136807,Chris,Cenac Jr.,Chris Cenac Jr.,C,6-11,240,5.0,99.80594619279795,6.0,1.0,1.0,Branson,MO,24051.0,90.0,Houston,HOU,Houston Cougars,24051.0,90.0,Houston,HOU,Houston Cougars,24051,90.0,Houston,HOU,Houston Cougars,/player/Chris-Cenac Jr.-46136807,https://247sports.com/player/chris-cenac-jr-46136807/,200,api_profile_url,True,"While Cenac has emerged at a rapid rate in recent months, he is really still just scratching the surface of his potential and has as much untapped long-term upside as maybe any prospect in the national class. What is particularly intriguing about Cenac is the versatility and scope of his natural ability. He checks all the boxes from size to physical tools to budding skill. Physically, he’s 6-foot-10 with a long, 7-foot-3 wingspan, and a better than 9-foot-1 standing reach. He’s cut and defined with a 233-pound frame and yet still plenty of room to keep filling out. He doesn’t move like a traditional big man though. He’s mobile, fluid, gets off his feet with ease athletically, and even relatively elastic in terms of the way he can bend and stretch his frame within the flow of the game. Those movement and athletic tools give him a lot of budding versatility on the defensive end of the floor. He’s shown clear potential both as a rim protector and being able to move laterally away from the basket, enabling him to defend a couple of different positions and projecting as versatile in ball-screen coverages as well. He also has spurts where he can be dominant on the defensive glass. There’s similar budding versatility on the offensive end of the floor. While he can hammer big dunks inside and be a lob threat, he’s also comfortable putting the ball on the floor and shows early shooting potential out to the arc with soft natural touch and great rotation. He even has a growing passing instinct and terrific left hand that allows him to drive opposing bigs to both sides, finish and pass with dexterity. What comes next is turning that undeniable potential into consistent production against the highest levels of competition. Offensively, that means figuring out exactly where his best spots are and how to get there efficiently. Defensively, fully utilizing his mobility and shot-blocking while staying committed to dominating the glass. The bottom line is that his tools are as immense as they are versatile, but he can be plagued by inconsistent body language, assertiveness, and even motor at times. With continued growth and maturation though, his long-term upside is very high.",247sports_api_recruits_plus_profile_jsonld
2025,46129311,Brayden,Burries,Brayden Burries,CG,6-3.75,215,5.0,99.6470161582786,10.0,2.0,2.0,San Bernardino,CA,24087.0,147.0,Arizona,ARIZ,Arizona Wildcats,24087.0,147.0,Arizona,ARIZ,Arizona Wildcats,24087,147.0,Arizona,ARIZ,Arizona Wildcats,/player/Brayden-Burries-46129311,https://247sports.com/player/brayden-burries-46129311/,200,api_profile_url,True,"Burries is a big-bodied scoring guard and three-level threat. A bit older for his grade, he turned 19 in September, and is physically mature with an already powerful frame to complement his versatile attack. He was a downhill playmaker at an early age, but has developed some real feel and craft as a creator. He lacks the dynamic first-step to rely on blowing right by his defender, and can almost have a slow-mo style with physicality and balance through contact. He can elongate his strides at the end of his drives, has a terrific left hand as both a driver and a finisher, good body control, and can rise-up to hammer big dunks on unsuspecting defenders, even if he worked his way to the rim more gradually. Burries also has a very formidable mid-range game. He can dance with his handle to create space for his pull-up, and can also go to a step-back with range out beyond the arc. His shooting numbers from beyond the arc have been streaky this year – 30% in EYBL play (1.4-4.8/game) and 5-28 in three games at HoopHall West – but his release is projectable, even if not totally pure. He has more of a set-shot, with limited elevation, but soft touch. He’s proven he can come off screens and make them on the move, and is always around the rim (i.e. he very rarely has bad misses). He’s also a high percentage free-throw shooter (83% in the EYBL), who utilizes his versatility and physicality to get there in high-volume. While he is focused primarily on scoring, Burries possesses soft hands, solid floor vision, and a reliable enough handle to have some on/off ball versatility. He is also an excellent rebounding guard. Defensively, he is fully engaged, physical, and competitive, if not ultra-quick. Overall, Burries is a strong and physical scoring guard, who can get his buckets in a variety of ways, but also not one dimensional because of his ability to take reps at the point guard spot, his contributions on the defensive end, the glass, and with the competitiveness of his overall approach.",247sports_api_recruits_plus_profile_jsonld
2025,46157743,Kuai,Deng,Kuai Deng,PF,6-8,195,,,,,,Hillside,NJ,,,,,,,,,,,23953,,Howard College,,Howard College,/player/Kuai-Deng-46157743,https://247sports.com/player/kuai-deng-46157743/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2025,46134902,Malachi,Moreno,Malachi Moreno,C,6-11.25,243,5.0,99.10165746598433,25.0,2.0,1.0,Georgetown,KY,24101.0,175.0,Kentucky,KY,Kentucky Wildcats,24101.0,175.0,Kentucky,KY,Kentucky Wildcats,24101,175.0,Kentucky,KY,Kentucky Wildcats,/player/Malachi-Moreno-46134902,https://247sports.com/player/malachi-moreno-46134902/,200,api_profile_url,True,"Moreno is a skilled big with significant size. He measures in at just a shade under seven-feet (6’10.5” without shoes), and while he doesn’t have much additional length (7’1” wingspan), he’s coordinated and balanced for his size, with a sturdy base. He has good hands, footwork, and keeps making consistent strides with both his physical strength and athleticism. What differentiates Moreno from any other top big in the class is his ability to be efficient offensively in so many spots on the floor and thus within various offensive actions. This requires versatile skill, and a high aptitude for the game. He’s a legit low-post scoring threat who understands how to seal, has touch on his jump hook, can turn both shoulders when deep enough, and dunk with both hands. He’s a good pick-and-roll partner with the frame to set big screens, the ability to make reads and slips, and the hands to make tough catches in the lane. He’s also the type of big man you can play through at the high post, as he has good poise as cutters go through the lane, is a good passer, can play out of subsequent dribble hand-off actions, and even throw back-door passes off the dribble. Where we’re seeing Moreno work to extend his skill-set most recently is in trying to start the break himself for a couple of bounces and develop his floor-spacing potential, although he first must become a more reliable free-throw shooter (56% in 3SSB play). While he’s not naturally mobile or bouncy, because he’s continued to develop physically and athletically, we’ve seen correlated defensive growth as well. His size makes him a real deterrent in the lane and a solid rim protector when he’s already anchored in the paint (2.1 blocks). He projects as mostly a drop-coverage pick-and-roll defender, and can be flat-footed when pulled away from basket defensively, and yet has a good understanding of how to use his size to stay in plays and not give up terrible angles. Moreno was also one of the better rebounders on the 3SSB circuit this year (8.4 per game). Again, his sheer size and hands are major assets in this area, but he’s also made clear strides with his willingness to be physical inside. There are still moments where he can leave you wishing he would just grab the ball more emphatically though, and his overall assertiveness is a key long-term variable for his future success.",247sports_api_recruits_plus_profile_jsonld
2025,46118699,Chuck,Love III,Chuck Love III,SF,6-7,195,4.0,93.76085613356436,148.0,35.0,7.0,La Porte,IN,24338.0,528.0,Loyola,LUC,Loyola Ramblers,24338.0,528.0,Loyola,LUC,Loyola Ramblers,24338,528.0,Loyola,LUC,Loyola Ramblers,/player/Chuck-Love III-46118699,https://247sports.com/player/chuck-love-iii-46118699/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2025,46136447,Da'Ron,Hall,Da'Ron Hall,SF,6-7,165,,,,,,Antioch,TN,,,,,,,,,,,28577,,Winston Salem Christian,,Winston Salem Christian,/player/Da'Ron-Hall-46136447,https://247sports.com/player/da-ron-hall-46136447/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2025,46136370,Desmeon,Jones,Desmeon Jones,PG,5-9,155,,,,,,Lancaster,TX,,,,,,,,,,,21255,,Lancaster,,Lancaster,/player/Desmeon-Jones-46136370,https://247sports.com/player/desmeon-jones-46136370/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2025,46136095,Kevin,Freeman,Kevin Freeman,SF,6-5,192,,,,,,Newark,NJ,,,,,,,,,,,15652,,Arts,,Arts,/player/Kevin-Freeman-46136095,https://247sports.com/player/kevin-freeman-46136095/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2025,46135510,Elijah,Clinton,Elijah Clinton,CG,6-6,185,,,,,,Louisville,KY,,,,,,,,,,,11882,,Western Mst Magnet,,Western Mst Magnet,/player/Elijah-Clinton-46135510,https://247sports.com/player/elijah-clinton-46135510/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2025,46128397,Jaden,Holt,Jaden Holt,PG,5-8,150,,,,,,Katy,TX,,,,,,,,,,,5133,,Bellaire Episcopal,,Bellaire Episcopal,/player/Jaden-Holt-46128397,https://247sports.com/player/jaden-holt-46128397/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
