year,player_key,first_name,last_name,full_name,position,height,weight,stars,rating,national_rank,position_rank,state_rank,hometown_city,hometown_state,committed_institution_key,committed_team_key,committed_school,committed_school_abbr,committed_school_full,signed_institution_key,signed_team_key,signed_school,signed_school_abbr,signed_school_full,current_institution_key,current_team_key,current_school,current_school_abbr,current_school_full,profile_url_api,profile_lookup_url,profile_lookup_status,profile_resolution_method,has_scouting_report,scouting_report,source
2026,46152081,Jahda,Swann,Jahda Swann,SG,6-4,180,,,,,,Springfield,VA,,,,,,,,,,,29172,,The St. James,,The St. James,/player/Jahda-Swann-46152081,https://247sports.com/player/jahda-swann-46152081/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46143352,Cedric,Tomes,Cedric Tomes,PG,6-0,160,3.0,88.0,272.0,41.0,6.0,Saint Paul,MN,24044.0,76.0,Minnesota,MINN,Minnesota Golden Gophers,24044.0,76.0,Minnesota,MINN,Minnesota Golden Gophers,24980,,East Ridge,,East Ridge,/player/Cedric-Tomes-46143352,https://247sports.com/player/cedric-tomes-46143352/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46143341,Al'Tariq,Reevey,Al'Tariq Reevey,C,6-8,200,3.0,87.8888888888889,274.0,41.0,5.0,Neptune,NJ,,,,,,,,,,,28843,,College Achieve - Asbury,,College Achieve - Asbury,/player/Al'Tariq-Reevey-46143341,https://247sports.com/player/al-tariq-reevey-46143341/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46153609,Kuol,Deng,Kuol Deng,C,6-10,210,4.0,89.80722891566263,235.0,38.0,11.0,Mouth Of Wilson,VA,,,,,,,,,,,5513,,Oak Hill Academy,,Oak Hill Academy,/player/Kuol-Deng-46153609,https://247sports.com/player/kuol-deng-46153609/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46150688,Hakeem,Weems,Hakeem Weems,C,6-9,170,4.0,89.34136546184739,253.0,40.0,36.0,Bradenton,FL,24100.0,173.0,Georgia,UGA,Georgia Bulldogs,,,,,,23884,,IMG Academy,,IMG Academy,/player/Hakeem-Weems-46150688,https://247sports.com/player/hakeem-weems-46150688/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46143039,Silas,Devonish,Silas Devonish,PG,5-9,155,,,,,,Alexandria,VA,,,,,,,,,,,5425,,Bishop Ireton,,Bishop Ireton,/player/Silas-Devonish-46143039,https://247sports.com/player/silas-devonish-46143039/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46142602,Jonas,Oware,Jonas Oware,C,6-8,200,,,,,,Long Beach,CA,24170.0,533.0,Yale,YALE,Yale Bulldogs,,,,,,7693,,Long Beach Poly,,Long Beach Poly,/player/Jonas-Oware-46142602,https://247sports.com/player/jonas-oware-46142602/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46142022,Emmanuel,Butts,Emmanuel Butts,PF,6-6,195,,,,,,Haverford,PA,,,,,,,,,,,4565,,The Haverford School,,The Haverford School,/player/Emmanuel-Butts-46142022,https://247sports.com/player/emmanuel-butts-46142022/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46141624,Raheem,Bradley,Raheem Bradley,PG,5-10,150,,,,,,MILWAUKEE,WI,,,,,,,,,,,28644,,Minnesota Preparatory Academy,,Minnesota Preparatory Academy,/player/Raheem-Bradley-46141624,https://247sports.com/player/raheem-bradley-46141624/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
2026,46138105,Che,Brogan,Che Brogan,SF,6-5,170,,,,,,Santa Ana,CA,24074.0,126.0,Ohio,OHIO,Ohio Bobcats,,,,,,600,,Mater Dei,,Mater Dei,/player/Che-Brogan-46138105,https://247sports.com/player/che-brogan-46138105/,200,api_profile_url,False,,247sports_api_recruits_plus_profile_jsonld
